ctr                                ,7777029    ,966666    ,3.27
derive_more                        ,25646166   ,3185588   ,3.27
eyre                               ,6826210    ,848003    ,3.27
fs-err                             ,7066545    ,876791    ,3.27
inotify                            ,7093860    ,880809    ,3.27
libz-sys                           ,13510979   ,1678201   ,3.27
piper                              ,10440558   ,1296495   ,3.27
ucd-trie                           ,16551261   ,2055634   ,3.27
android_system_properties          ,14980204   ,1854950   ,3.28
core-foundation                    ,19762598   ,2448066   ,3.28
aead                               ,7801783    ,961950    ,3.29
bzip2-sys                          ,11306320   ,1394574   ,3.29
spin                               ,29724142   ,3669515   ,3.29
zstd                               ,21331839   ,2630369   ,3.29
findshlibs                         ,5015676    ,617124    ,3.30
hyper-util                         ,25892443   ,3190237   ,3.30
inotify-sys                        ,6583828    ,809416    ,3.30
notify                             ,6533523    ,804202    ,3.30
polling                            ,15846521   ,1950396   ,3.30
zstd-safe                          ,21741115   ,2672850   ,3.30
crossbeam                          ,5359067    ,658122    ,3.31
linked-hash-map                    ,13742063   ,1687470   ,3.31
pest_meta                          ,15436151   ,1894326   ,3.31
universal-hash                     ,7682849    ,944068    ,3.31
arbitrary                          ,9945347    ,1216230   ,3.32
base64ct                           ,19332383   ,2366802   ,3.32
fallible-streaming-iterator        ,4426776    ,542262    ,3.32
iana-time-zone-haiku               ,14489598   ,1772597   ,3.32
pest_derive                        ,15466738   ,1890546   ,3.32
pest_generator                     ,15392773   ,1885424   ,3.32
rstest                             ,6358308    ,777050    ,3.32
assert_matches                     ,3757315    ,459027    ,3.33
async-io                           ,13969820   ,1706417   ,3.33
combine                            ,12998536   ,1585491   ,3.33
polyval                            ,6754245    ,823789    ,3.33
reqwest                            ,33231066   ,4058700   ,3.33
standback                          ,1270009    ,155044    ,3.33
tiny-keccak                        ,14420234   ,1758814   ,3.33
csv                                ,12005924   ,1460512   ,3.34
ff                                 ,12882680   ,1567893   ,3.34
group                              ,12440178   ,1513125   ,3.34
num-derive                         ,11413178   ,1386142   ,3.34
rand_hc                            ,8562970    ,1042822   ,3.34
sync_wrapper                       ,35919814   ,4373809   ,3.34
deunicode                          ,2925427    ,354958    ,3.35
dyn-clone                          ,16167491   ,1961323   ,3.35
ecdsa                              ,11986256   ,1454048   ,3.35
elliptic-curve                     ,12148030   ,1472248   ,3.35
hex-literal                        ,3627879    ,439825    ,3.35
num-iter                           ,19028094   ,2307000   ,3.35
downcast-rs                        ,8044619    ,972896    ,3.36
futures-lite                       ,21169741   ,2558035   ,3.36
rfc6979                            ,11731484   ,1419146   ,3.36
rstest_macros                      ,6190574    ,748953    ,3.36
rusty-fork                         ,10134959   ,1225685   ,3.36
secp256k1                          ,3128164    ,378086    ,3.36
webpki-roots                       ,33515388   ,4052249   ,3.36
zeroize_derive                     ,13631447   ,1646735   ,3.36
csv-core                           ,12118056   ,1459152   ,3.37
maplit                             ,9118665    ,1099171   ,3.37
primitive-types                    ,3298878    ,397255    ,3.37
android-tzdata                     ,14402603   ,1729751   ,3.38
fallible-iterator                  ,11062019   ,1328341   ,3.38
reqwest-middleware                 ,5970379    ,717387    ,3.38
crypto-bigint                      ,15160709   ,1815031   ,3.39
quinn-proto                        ,15126850   ,1810536   ,3.39
serde_yaml                         ,20414453   ,2447623   ,3.39
unsigned-varint                    ,3156892    ,378326    ,3.39
void                               ,6339197    ,759413    ,3.39
aes                                ,14629764   ,1750414   ,3.40
base16ct                           ,12470500   ,1489925   ,3.40
pbkdf2                             ,12382552   ,1480072   ,3.40
quinn                              ,14999563   ,1791039   ,3.40
tower                              ,37632949   ,4492198   ,3.40
signature                          ,21273924   ,2535043   ,3.41
async-compression                  ,11721526   ,1391482   ,3.42
cipher                             ,16816098   ,1996810   ,3.42
const-oid                          ,18312509   ,2174394   ,3.42
quinn-udp                          ,15206665   ,1805560   ,3.42
time-macros-impl                   ,1251417    ,148486    ,3.42
const-random-macro                 ,11250578   ,1330883   ,3.43
fixedbitset                        ,26277178   ,3109976   ,3.43
impl-codec                         ,3076435    ,364696    ,3.43
inout                              ,14549625   ,1725474   ,3.43
pkcs8                              ,21941131   ,2599125   ,3.43
remove_dir_all                     ,4948919    ,586761    ,3.43
stacker                            ,5703258    ,675024    ,3.43
tokio-stream                       ,22332591   ,2646398   ,3.43
unarray                            ,10142518   ,1202850   ,3.43
const-random                       ,11311412   ,1335634   ,3.44
der                                ,23781391   ,2805457   ,3.44
bincode                            ,17169806   ,2021408   ,3.45
darling                            ,32192025   ,3793635   ,3.45
darling_core                       ,32199433   ,3795559   ,3.45
darling_macro                      ,32188365   ,3792921   ,3.45
petgraph                           ,26454152   ,3114131   ,3.45
psm                                ,6543870    ,770388    ,3.45
rustls                             ,47273240   ,5570541   ,3.45
sec1                               ,11999238   ,1413603   ,3.45
secp256k1-sys                      ,3029279    ,356661    ,3.45
spki                               ,22493364   ,2649420   ,3.45
waker-fn                           ,9490575    ,1117971   ,3.45
web-time                           ,13156362   ,1547492   ,3.45
async-channel                      ,23044751   ,2706214   ,3.46
rustls-webpki                      ,43145568   ,5052687   ,3.47
windows                            ,20511124   ,2402041   ,3.47
aes-gcm                            ,5677621    ,662333    ,3.48
brotli                             ,15871452   ,1852686   ,3.48
event-listener                     ,33167265   ,3871131   ,3.48
ghash                              ,5772359    ,674234    ,3.48
crossbeam-queue                    ,14073462   ,1640250   ,3.49
uncased                            ,2744215    ,319121    ,3.49
security-framework                 ,17413412   ,2020821   ,3.50
unsafe-libyaml                     ,17058739   ,1978712   ,3.50
x25519-dalek                       ,2753088    ,319900    ,3.50
clang-sys                          ,16757744   ,1937401   ,3.51
multihash                          ,2611221    ,302626    ,3.51
cexpr                              ,16497399   ,1896983   ,3.53
dashmap                            ,19812050   ,2280684   ,3.53
security-framework-sys             ,14243094   ,1640129   ,3.53
async-broadcast                    ,5768044    ,662229    ,3.54
cbindgen                           ,6824316    ,783629    ,3.54
encode_unicode                     ,10109288   ,1159265   ,3.54
hyper-rustls                       ,34545761   ,3968592   ,3.54
prettyplease                       ,25207383   ,2889284   ,3.54
schannel                           ,13922382   ,1596549   ,3.54
borsh-derive                       ,8277630    ,948539    ,3.55
event-listener-strategy            ,17342837   ,1987318   ,3.55
lazycell                           ,14342909   ,1641492   ,3.55
threadpool                         ,6599357    ,754338    ,3.55
derive_arbitrary                   ,8316854    ,945320    ,3.57
derive_builder                     ,10764569   ,1224846   ,3.57
derive_builder_core                ,10761525   ,1224475   ,3.57
windows-registry                   ,10450385   ,1189736   ,3.57
infer                              ,7824982    ,886922    ,3.58
pem-rfc7468                        ,16268924   ,1847804   ,3.58
chacha20                           ,3384082    ,381512    ,3.60
lexical-core                       ,8012227    ,904164    ,3.60
prometheus                         ,5382604    ,607679    ,3.60
sct                                ,14561610   ,1644900   ,3.60
crc-catalog                        ,11809393   ,1330563   ,3.61
semver-parser                      ,8458833    ,950734    ,3.61
crc                                ,12839511   ,1439394   ,3.62
derive_builder_macro               ,10508488   ,1179065   ,3.62
chacha20poly1305                   ,2934417    ,328612    ,3.63
smawk                              ,5778212    ,645863    ,3.63
convert_case                       ,27012178   ,3012624   ,3.64
lru                                ,15694929   ,1749725   ,3.64
poly1305                           ,3519997    ,392584    ,3.64
rsa                                ,14150656   ,1577204   ,3.64
tokio-rustls                       ,41250932   ,4597688   ,3.64
md-5                               ,15729326   ,1751483   ,3.65
pkcs1                              ,13722500   ,1528029   ,3.65
sysinfo                            ,10310742   ,1146680   ,3.65
tracing-serde                      ,15325985   ,1707928   ,3.65
base64-simd                        ,6929024    ,769225    ,3.66
schemars                           ,9819233    ,1089581   ,3.66
cookie                             ,9986775    ,1106874   ,3.67
futures-timer                      ,10931079   ,1208429   ,3.67
num                                ,13643599   ,1509276   ,3.67
difflib                            ,7909649    ,874144    ,3.68
inventory                          ,8266594    ,911561    ,3.68
snafu                              ,8658175    ,955330    ,3.68
snafu-derive                       ,8657938    ,955333    ,3.68
predicates-tree                    ,10704371   ,1177104   ,3.69
schemars_derive                    ,9700729    ,1067472   ,3.69
matchit                            ,22986961   ,2521458   ,3.70
pem                                ,16695364   ,1834315   ,3.70
predicates-core                    ,10738320   ,1177521   ,3.70
serde_bytes                        ,11883229   ,1305618   ,3.70
take_mut                           ,2166406    ,238076    ,3.70
urlencoding                        ,14458293   ,1587215   ,3.70
twox-hash                          ,16002305   ,1753584   ,3.71
hashlink                           ,15413366   ,1683536   ,3.72
http-range-header                  ,5615259    ,613424    ,3.72
p256                               ,9812182    ,1071968   ,3.72
strum_macros                       ,34475316   ,3767125   ,3.72
wasm-streams                       ,8723914    ,951926    ,3.72
bindgen                            ,23160710   ,2517398   ,3.74
hkdf                               ,13541820   ,1470218   ,3.74
ref-cast                           ,5331446    ,578541    ,3.74
ref-cast-impl                      ,5331565    ,578455    ,3.74
serde-value                        ,8969792    ,975364    ,3.74
unicode-properties                 ,8721190    ,947639    ,3.74
serde_path_to_error                ,13983319   ,1515743   ,3.75
test-log                           ,6649738    ,721030    ,3.75
async-stream                       ,17895187   ,1934353   ,3.76
async-stream-impl                  ,17874017   ,1929667   ,3.76
moka                               ,7318794    ,789759    ,3.76
predicates                         ,11978596   ,1292887   ,3.76
termtree                           ,10613558   ,1147489   ,3.76
xmlparser                          ,6154023    ,664328    ,3.76
blake2                             ,7915179    ,852201    ,3.77
strum                              ,33827091   ,3647663   ,3.77
tagptr                             ,7426260    ,799728    ,3.77
which                              ,20471167   ,2205939   ,3.77
winreg                             ,9991723    ,1076007   ,3.77
simdutf8                           ,9646773    ,1035756   ,3.78
blake2b_simd                       ,2889494    ,308741    ,3.80
bytecount                          ,7136496    ,762244    ,3.80
serde_derive_internals             ,10656449   ,1139396   ,3.80
adler32                            ,6256178    ,667218    ,3.81
globwalk                           ,5199497    ,554118    ,3.81
tokio-tungstenite                  ,11998325   ,1280047   ,3.81
tungstenite                        ,13395343   ,1426001   ,3.82
slotmap                            ,5812111    ,612114    ,3.86
os_pipe                            ,5294346    ,555906    ,3.87
unicode_categories                 ,7193532    ,754509    ,3.87
num-bigint-dig                     ,11681154   ,1219104   ,3.89
rand_distr                         ,9000051    ,939009    ,3.89
regex-lite                         ,10936318   ,1139300   ,3.90
tikv-jemalloc-sys                  ,7465573    ,778339    ,3.90
debugid                            ,8950923    ,929463    ,3.91
language-tags                      ,5230988    ,543871    ,3.91
lz4-sys                            ,7354526    ,764738    ,3.91
aws-sdk-sso                        ,5371815    ,556448    ,3.92
castaway                           ,6268077    ,649885    ,3.92
cesu8                              ,7473658    ,773356    ,3.93
typed-arena                        ,4987498    ,515666    ,3.93
const_format                       ,9532592    ,983751    ,3.94
const_format_proc_macros           ,9525682    ,981758    ,3.94
jni-sys                            ,7549179    ,778519    ,3.94
nibble_vec                         ,5099924    ,525673    ,3.94
radix_trie                         ,5101658    ,526427    ,3.94
triomphe                           ,5776108    ,595846    ,3.94
value-bag                          ,8083069    ,833947    ,3.94
aws-sigv4                          ,6111405    ,628934    ,3.95
aws-smithy-types                   ,6149679    ,631911    ,3.95
aws-smithy-xml                     ,5788323    ,596038    ,3.95
endian-type                        ,5096393    ,524417    ,3.95
seq-macro                          ,6395427    ,655599    ,3.96
simple_asn1                        ,10347327   ,1061844   ,3.96
aws-smithy-async                   ,6062851    ,619666    ,3.97
aws-smithy-runtime                 ,5889654    ,603328    ,3.97
rustls-native-certs                ,28629968   ,2927726   ,3.97
serde_qs                           ,7312414    ,748058    ,3.97
aws-config                         ,5750991    ,586547    ,3.98
aws-runtime                        ,5859112    ,598593    ,3.98
aws-sdk-sts                        ,5813591    ,593406    ,3.98
aws-smithy-runtime-api             ,5881827    ,600534    ,3.98
aws-types                          ,6063294    ,619013    ,3.98
rmp-serde                          ,8684959    ,886618    ,3.98
aws-smithy-query                   ,5503843    ,559743    ,3.99
jsonwebtoken                       ,10552377   ,1074145   ,3.99
libsqlite3-sys                     ,9599283    ,977897    ,3.99
publicsuffix                       ,2219270    ,225684    ,3.99
ascii                              ,5120690    ,520371    ,4.00
outref                             ,8306250    ,844157    ,4.00
tikv-jemallocator                  ,7226128    ,734183    ,4.00
aws-credential-types               ,5986220    ,605873    ,4.01
actix-web                          ,4841274    ,489653    ,4.02
aws-smithy-http                    ,7512999    ,758588    ,4.02
rmp                                ,9165133    ,926174    ,4.02
serde_with                         ,20858376   ,2101185   ,4.03
slog                               ,2045056    ,206381    ,4.03
aws-smithy-json                    ,7030516    ,707037    ,4.04
actix-http                         ,4810949    ,482381    ,4.05
procfs                             ,3920558    ,393131    ,4.05
rkyv                               ,7636668    ,765810    ,4.05
rkyv_derive                        ,7633386    ,764876    ,4.05
auto_impl                          ,5182090    ,518451    ,4.06
multimap                           ,16401019   ,1642377   ,4.06
whoami                             ,10393270   ,1041121   ,4.06
cmake                              ,12399367   ,1237678   ,4.07
nohash-hasher                      ,4846911    ,483678    ,4.07
serde_with_macros                  ,20614979   ,2053817   ,4.08
axum-core                          ,24911095   ,2476954   ,4.09
bytecheck                          ,7109743    ,706691    ,4.09
bytecheck_derive                   ,7108984    ,706423    ,4.09
bytes-utils                        ,6509044    ,645889    ,4.09
axum                               ,25054736   ,2482828   ,4.10
system-configuration               ,13026631   ,1291702   ,4.10
system-configuration-sys           ,13017180   ,1288372   ,4.10
actix-rt                           ,4931409    ,486997    ,4.11
lexical-write-float                ,6536896    ,646560    ,4.11
lexical-write-integer              ,6537552    ,646460    ,4.11
actix-server                       ,4778100    ,471505    ,4.12
num_enum                           ,15256533   ,1501805   ,4.13
num_enum_derive                    ,15253990   ,1501005   ,4.13
assert-json-diff                   ,8421155    ,827190    ,4.14
bigdecimal                         ,7618002    ,747054    ,4.14
rusticata-macros                   ,9050189    ,888741    ,4.14
asn1-rs-impl                       ,9266069    ,907541    ,4.15
http-types                         ,5513084    ,539426    ,4.15
ordered-float                      ,22778511   ,2231813   ,4.15
serial_test                        ,9390056    ,919887    ,4.15
prost-types                        ,25397229   ,2482241   ,4.16
serial_test_derive                 ,9308336    ,909284    ,4.16
Inflector                          ,6063945    ,591311    ,4.17
actix-service                      ,4743181    ,461976    ,4.17
asn1-rs                            ,10005034   ,975518    ,4.17
der-parser                         ,9928814    ,966969    ,4.17
enum-as-inner                      ,7811165    ,760857    ,4.17
prost                              ,31912545   ,3109229   ,4.17
prost-derive                       ,31832539   ,3099183   ,4.17
vsimd                              ,7394532    ,720259    ,4.17
asn1-rs-derive                     ,9971647    ,969367    ,4.18
oid-registry                       ,9860254    ,958435    ,4.18
rend                               ,6977330    ,678042    ,4.18
actix-codec                        ,4735895    ,459221    ,4.19
actix-utils                        ,4717455    ,457318    ,4.19
hdrhistogram                       ,7905015    ,766001    ,4.19
async-std                          ,6776784    ,655509    ,4.20
x509-parser                        ,9805933    ,947840    ,4.20
actix-router                       ,4706031    ,454363    ,4.21
bytestring                         ,4832952    ,466005    ,4.21
fs_extra                           ,11869875   ,1144219   ,4.21
peeking_take_while                 ,6928860    ,666059    ,4.23
atoi                               ,9435582    ,903354    ,4.24
erased-serde                       ,12121386   ,1162752   ,4.24
hostname                           ,10797573   ,1032144   ,4.25
parse-zoneinfo                     ,7401742    ,707451    ,4.25
actix-web-codegen                  ,4616967    ,440103    ,4.26
async-global-executor              ,7117553    ,679316    ,4.26
quickcheck                         ,4260620    ,406229    ,4.26
tower-http                         ,18119634   ,1728064   ,4.26
actix-macros                       ,4767173    ,453065    ,4.27
chrono-tz                          ,8287594    ,786559    ,4.28
nanorand                           ,5597175    ,530682    ,4.28
tokio-retry                        ,5829234    ,552782    ,4.28
chrono-tz-build                    ,8202564    ,776284    ,4.29
rust_decimal                       ,7303837    ,692004    ,4.29
kv-log-macro                       ,6625777    ,624212    ,4.31
comfy-table                        ,6505971    ,612383    ,4.32
stringprep                         ,9738556    ,915609    ,4.32
seahash                            ,8124000    ,756431    ,4.36
aws-smithy-eventstream             ,4463022    ,414872    ,4.37
lz4_flex                           ,7526118    ,698939    ,4.37
dotenvy                            ,8741630    ,810801    ,4.38
ntapi                              ,6098127    ,566168    ,4.38
snap                               ,7151012    ,661462    ,4.39
ptr_meta                           ,9930447    ,917141    ,4.40
ptr_meta_derive                    ,9929698    ,917241    ,4.40
prost-build                        ,19593985   ,1798827   ,4.43
tonic-health                       ,6097201    ,556997    ,4.45
structopt                          ,4551619    ,413519    ,4.47
handlebars                         ,5327766    ,483486    ,4.48
hyper-timeout                      ,20106830   ,1824036   ,4.48
structopt-derive                   ,4544139    ,411850    ,4.48
tonic                              ,20349915   ,1846066   ,4.48
flume                              ,12686042   ,1147413   ,4.49
smartstring                        ,4692216    ,424517    ,4.49
tonic-build                        ,14728401   ,1332938   ,4.49
widestring                         ,5698249    ,515360    ,4.49
deadpool-runtime                   ,7418896    ,669053    ,4.50
deadpool                           ,8005224    ,721398    ,4.51
futures-intrusive                  ,7276768    ,655800    ,4.51
simple_logger                      ,3847978    ,346061    ,4.52
resolv-conf                        ,6408296    ,574249    ,4.53
aws-smithy-checksums               ,4075689    ,363935    ,4.55
opentelemetry-http                 ,8094152    ,722304    ,4.55
arrow-buffer                       ,5679340    ,505572    ,4.56
arrow-schema                       ,5726745    ,510267    ,4.56
aws-sdk-s3                         ,4196885    ,374244    ,4.56
arrow-data                         ,5672535    ,504213    ,4.57
local-channel                      ,4583398    ,407143    ,4.57
local-waker                        ,4581804    ,407071    ,4.57
arrow-array                        ,5666915    ,503168    ,4.58
opentelemetry_sdk                  ,13037368   ,1157070   ,4.58
sqlx                               ,7170932    ,636514    ,4.58
sqlx-macros                        ,7121709    ,630735    ,4.59
arrow-cast                         ,5647013    ,497248    ,4.61
arrow-select                       ,5650177    ,497628    ,4.61
opentelemetry                      ,14661205   ,1292448   ,4.61
sqlx-core                          ,7212008    ,635465    ,4.61
arrow-ipc                          ,5543089    ,485027    ,4.64
typed-builder                      ,7338979    ,642125    ,4.64
fancy-regex                        ,11989623   ,1045053   ,4.66
gloo-timers                        ,7145298    ,620422    ,4.68
opentelemetry-semantic-conventions ,8334529    ,722029    ,4.69
lexical-parse-float                ,8647403    ,746710    ,4.70
lexical-parse-integer              ,8648099    ,746791    ,4.70
lexical-util                       ,8650236    ,747167    ,4.70
flatbuffers                        ,5882302    ,507538    ,4.71
json-patch                         ,5917400    ,505925    ,4.75
sqlx-macros-core                   ,6878217    ,588799    ,4.75
thrift                             ,5798506    ,496183    ,4.75
sqlx-mysql                         ,6732825    ,574536    ,4.76
compact_str                        ,7315327    ,622841    ,4.77
lz4                                ,4685191    ,399113    ,4.77
sqlx-postgres                      ,6861291    ,584603    ,4.77
sqlx-sqlite                        ,6855535    ,583198    ,4.78
tracing-opentelemetry              ,12237560   ,1038625   ,4.79
tracing-futures                    ,6834738    ,578916    ,4.80
integer-encoding                   ,7103513    ,596156    ,4.84
tokio-test                         ,4443498    ,372591    ,4.84
md5                                ,6949552    ,582366    ,4.85
cadence                            ,5159206    ,429513    ,4.88
tokio-io-timeout                   ,8064890    ,668602    ,4.90
multer                             ,6603054    ,538487    ,4.98
aliasable                          ,3970256    ,319421    ,5.05
if_chain                           ,3348678    ,268698    ,5.06
fragile                            ,8479172    ,678822    ,5.07
match_cfg                          ,6253380    ,497131    ,5.11
pretty_env_logger                  ,3118050    ,247126    ,5.13
enum-ordinalize                    ,5184878    ,407890    ,5.16
headers                            ,9651531    ,760130    ,5.16
backoff                            ,7109047    ,558786    ,5.17
axum-macros                        ,9063940    ,711036    ,5.18
downcast                           ,8312520    ,652315    ,5.18
secrecy                            ,10880666   ,854102    ,5.18
headers-core                       ,9581704    ,750698    ,5.19
jni                                ,11664531   ,903095    ,5.25
raw-cpuid                          ,9347803    ,712721    ,5.33
crc32c                             ,6203954    ,471924    ,5.34
chunked_transfer                   ,3525946    ,265073    ,5.40
mockall                            ,9973316    ,731949    ,5.54
mockall_derive                     ,9945562    ,728189    ,5.55
lru-cache                          ,6164039    ,447410    ,5.60
rdrand                             ,3172487    ,229056    ,5.63
fuchsia-cprng                      ,3150164    ,225898    ,5.67
trust-dns-proto                    ,3605625    ,255852    ,5.73
governor                           ,4684740    ,331548    ,5.74
humantime-serde                    ,4414705    ,310436    ,5.78
nonzero_ext                        ,4628029    ,323876    ,5.81
ipnetwork                          ,5310866    ,367438    ,5.87
sqlformat                          ,4313098    ,295741    ,5.92
sqlparser                          ,6996056    ,479139    ,5.93
opentelemetry-proto                ,8324266    ,569397    ,5.94
opentelemetry-otlp                 ,8049281    ,549597    ,5.95
quanta                             ,8773426    ,596885    ,5.97
educe                              ,7083329    ,478439    ,6.01
no-std-compat                      ,4524543    ,305361    ,6.02
object_store                       ,6389146    ,428469    ,6.06
sketches-ddsketch                  ,4950145    ,331381    ,6.07
ipconfig                           ,3910867    ,252487    ,6.29
trust-dns-resolver                 ,3339348    ,210423    ,6.45
tempdir                            ,3190876    ,199649    ,6.49
ouroboros                          ,5774099    ,360592    ,6.51
ouroboros_macro                    ,5754438    ,356662    ,6.55
librocksdb-sys                     ,3658364    ,202584    ,7.34
rocksdb                            ,3654780    ,201205    ,7.38
mach                               ,3149841    ,172755    ,7.41
metrics                            ,6407682    ,339570    ,7.67
opentelemetry_api                  ,1749946    ,89639     ,7.93
metrics-util                       ,5696846    ,261035    ,8.87
jsonpath-rust                      ,7820463    ,354292    ,8.97
fraction                           ,5943813    ,258175    ,9.35
retain_mut                         ,2730719    ,114647    ,9.68
jsonschema                         ,6329667    ,246262    ,10.44
